"player_name","field_goal_attempt","games_played","minutes_played_per_game","year"
"Troy Murphy","9.2","75","28.1","2007"
"Ronald Murray","8.7","42","20.8","2007"
"Dikembe Mutombo","2.1","39","15.9","2007"
"Boštjan Nachbar","8.1","75","22.1","2007"
"Eduardo Nájera","4.7","78","21.3","2007"
"Steve Nash","11.9","81","34.3","2007"
"Juan Carlos Navarro","9.3","82","25.8","2007"
"Jameer Nelson","8.7","69","28.4","2007"
"Rasho Nesterović","6.6","71","20.9","2007"
"Ira Newble","3.6","49","14.2","2007"
"Demetris Nichols","1.6","14","3.1","2007"
"Joakim Noah","5.0","74","20.7","2007"
"Andrés Nocioni","10.7","82","24.6","2007"
"Steve Novak","2.9","35","7.5","2007"
"Dirk Nowitzki","17.1","77","36.0","2007"
"Patrick O'Bryant","1.2","24","4.1","2007"
"Jermaine O'Neal","12.2","42","28.7","2007"
"Shaquille O'Neal","9.1","61","28.7","2007"
"Fabricio Oberto","3.6","82","20.0","2007"
"Lamar Odom","10.3","77","37.9","2007"
"Emeka Okafor","10.5","82","33.1","2007"
"Mehmet Okur","11.7","72","33.2","2007"
"Kevin Ollie","1.7","40","7.5","2007"
"Bo Outlaw","1.5","2","3.5","2007"
"Travis Outlaw","11.8","82","26.7","2007"
"Andre Owens","3.5","31","12.6","2007"
"Zaza Pachulia","4.0","62","15.2","2007"
"Jannero Pargo","8.2","80","18.7","2007"
"Anthony Parker","10.1","82","32.1","2007"
"Smush Parker","6.6","28","21.1","2007"
"Tony Parker","15.1","69","33.5","2007"
"Ruben Patterson","4.3","20","16.4","2007"
"Chris Paul","16.1","80","37.6","2007"
"Sasha Pavlović","7.9","51","23.3","2007"
"Oleksiy Pecherov","3.6","35","9.1","2007"
"Kendrick Perkins","4.5","78","24.5","2007"
"Kosta Perović","1.4","7","5.4","2007"
"Morris Peterson","6.8","76","23.6","2007"
"Johan Petro","6.1","72","18.2","2007"
"Eric Piatkowski","2.1","16","7.1","2007"
"Paul Pierce","13.7","80","35.9","2007"
"Mickaël Piétrus","5.9","66","19.9","2007"
"Scot Pollard","1.0","22","7.9","2007"
"James Posey","5.6","74","24.6","2007"
"Leon Powe","4.8","56","14.4","2007"
"Josh Powell","4.9","64","19.2","2007"
"Kasib Powell","8.6","11","27.6","2007"
"Ronnie Price","3.3","61","9.6","2007"
"Tayshaun Prince","11.5","82","32.9","2007"
"Gabe Pruitt","2.6","15","6.3","2007"
"Joel Przybilla","3.2","77","23.6","2007"
"Chris Quinn","6.2","60","22.3","2007"
"Vladimir Radmanović","6.7","65","22.8","2007"
"Shavlik Randolph","1.6","9","3.0","2007"
"Zach Randolph","15.3","69","32.5","2007"
"Theo Ratliff","3.3","26","16.8","2007"
"Michael Redd","17.3","72","37.5","2007"
"J.J. Redick","3.2","34","8.1","2007"
"Chris Richard","1.7","52","10.7","2007"
"Jason Richardson","17.9","82","38.4","2007"
"Jeremy Richardson","1.6","27","4.9","2007"
"Quentin Richardson","8.5","65","28.3","2007"
"Luke Ridnour","6.0","61","20.0","2007"
"Nate Robinson","10.9","72","26.2","2007"
"Sergio Rodríguez","2.7","72","8.7","2007"
"Rajon Rondo","9.3","77","29.9","2007"
"Malik Rose","3.7","49","10.1","2007"
"Quinton Ross","4.4","76","19.8","2007"
"Brandon Roy","15.8","74","37.7","2007"
"Michael Ruffin","1.3","46","13.7","2007"
"Kareem Rush","8.0","71","21.2","2007"
"John Salmons","9.9","81","31.1","2007"
"Cheikh Samb","1.0","4","7.8","2007"
"Brian Scalabrine","2.0","48","10.7","2007"
"Luis Scola","8.2","82","24.7","2007"
"Thabo Sefolosha","6.1","69","20.8","2007"
"Mouhamed Sene","1.8","13","4.8","2007"
"Ramon Sessions","6.9","17","26.5","2007"
"Bobby Simmons","7.1","70","21.7","2007"
"Cedric Simmons","1.0","14","6.2","2007"
"Courtney Sims","0.3","3","3.7","2007"
"Brian Skinner","3.0","66","12.8","2007"
"Craig Smith","6.9","77","20.1","2007"
"J.R. Smith","9.1","74","19.2","2007"
"Jason Smith","4.1","76","14.6","2007"
"Joe Smith","8.5","77","22.4","2007"
"Josh Smith","14.0","81","35.5","2007"
"Eric Snow","1.7","22","13.9","2007"
"Kirk Snyder","5.3","36","21.1","2007"
"Darius Songaila","5.8","80","19.4","2007"
"Jerry Stackhouse","9.1","58","24.3","2007"
"DeShawn Stevenson","9.5","82","31.3","2007"
"Peja Stojaković","13.3","77","35.2","2007"
"Awvee Storey","3.4","26","10.0","2007"
"Damon Stoudamire","5.6","60","17.3","2007"
"Salim Stoudamire","5.1","35","11.5","2007"
"Amar'e Stoudemire","15.3","79","33.9","2007"
"D.J. Strawberry","2.8","33","8.2","2007"
"Rodney Stuckey","6.7","57","19.0","2007"
"Robert Swift","2.1","8","12.3","2007"
"Stromile Swift","4.7","56","15.1","2007"
"Wally Szczerbiak","9.6","75","23.1","2007"
"Sebastian Telfair","9.3","60","32.2","2007"
"Jason Terry","12.3","82","31.5","2007"
"Billy Thomas","1.5","11","3.8","2007"
"Kenny Thomas","1.7","23","12.2","2007"
"Kurt Thomas","5.7","70","22.6","2007"
"Tim Thomas","11.2","63","30.8","2007"
"Tyrus Thomas","5.9","74","18.0","2007"
"Al Thornton","11.0","79","27.3","2007"
"Jamaal Tinsley","11.9","39","33.2","2007"
"Alando Tucker","3.7","6","8.0","2007"
"Ronny Turiaf","5.1","78","18.7","2007"
"Hedo Türkoğlu","14.9","82","36.9","2007"
"Ime Udoka","5.1","73","18.0","2007"
"Beno Udrih","10.9","65","32.0","2007"
"Anderson Varejão","6.1","48","27.5","2007"
"Jacque Vaughn","3.8","74","15.4","2007"
"Charlie Villanueva","10.7","76","24.1","2007"
"Marcus Vinicius","1.5","13","5.3","2007"
"Jake Voskuhl","1.8","44","8.8","2007"
"Sasha Vujačić","6.7","72","17.8","2007"
"Dwyane Wade","18.4","51","38.3","2007"
"Von Wafer","2.1","29","5.3","2007"
"Antoine Walker","8.2","46","19.4","2007"
"Ben Wallace","4.9","72","30.6","2007"
"Gerald Wallace","14.6","62","38.3","2007"
"Rasheed Wallace","11.3","77","30.5","2007"
"Luke Walton","6.5","74","23.4","2007"
"Hakim Warrick","8.7","75","23.4","2007"
"Darius Washington","2.7","18","8.1","2007"
"Darryl Watkins","1.7","9","7.9","2007"
"C.J. Watson","3.2","32","11.5","2007"
"Earl Watson","9.6","78","29.1","2007"
"Chris Webber","3.4","9","14.0","2007"
"Martell Webster","8.7","75","28.4","2007"
"Bonzi Wells","7.8","73","21.4","2007"
"David West","17.2","76","37.8","2007"
"Delonte West","7.8","61","25.1","2007"
"Mario West","0.8","64","4.2","2007"
"Chris Wilcox","10.3","62","28.0","2007"
"Damien Wilkins","8.9","76","24.3","2007"
"Mike Wilks","2.4","15","12.5","2007"
"Aaron Williams","1.8","30","9.9","2007"
"Deron Williams","13.6","82","37.3","2007"
"Jason Williams","8.2","67","28.1","2007"
"Justin Williams","1.3","23","5.3","2007"
"Lou Williams","9.4","80","23.3","2007"
"Marcus Williams","5.5","53","16.1","2007"
"Marvin Williams","11.5","80","34.6","2007"
"Mo Williams","13.9","66","36.5","2007"
"Sean Williams","4.2","73","17.5","2007"
"Shawne Williams","5.7","65","14.9","2007"
"Shelden Williams","3.3","64","12.1","2007"
"Loren Woods","0.7","7","2.4","2007"
"Metta World Peace","16.9","57","38.1","2007"
"Antoine Wright","5.9","56","22.0","2007"
"Brandan Wright","2.9","38","9.9","2007"
"Dorell Wright","6.7","44","25.1","2007"
"Julian Wright","3.0","57","11.2","2007"
"Lorenzen Wright","1.2","18","8.9","2007"
"Nick Young","6.4","75","15.4","2007"
"Thaddeus Young","6.6","74","21.0","2007"
"Alex Acker","3.0","25","8.0","2008"
"Hassan Adams","1.1","12","4.3","2008"
"Arron Afflalo","4.1","74","16.7","2008"
"Maurice Ager","2.2","20","4.9","2008"
"Blake Ahearn","2.0","3","6.3","2008"
"Alexis Ajinça","2.2","31","5.9","2008"
"LaMarcus Aldridge","15.3","81","37.1","2008"
"Joe Alexander","4.2","59","12.1","2008"
"Malik Allen","3.5","49","11.8","2008"
"Ray Allen","13.2","79","36.4","2008"
"Tony Allen","6.2","46","19.3","2008"
"Morris Almond","3.2","25","10.2","2008"
"Rafer Alston","10.6","77","31.8","2008"
"Lou Amundson","3.3","76","13.7","2008"
"Chris Andersen","4.1","71","20.6","2008"
"Ryan Anderson","6.2","66","19.9","2008"
"Carmelo Anthony","18.3","66","34.5","2008"
"Joel Anthony","1.8","65","16.1","2008"
"Gilbert Arenas","11.5","2","31.5","2008"
"Trevor Ariza","7.3","82","24.4","2008"
"Hilton Armstrong","3.5","70","15.6","2008"
"Darrell Arthur","5.7","76","19.3","2008"
"Chucky Atkins","3.4","33","12.5","2008"
"D.J. Augustin","8.6","72","26.5","2008"
"Kelenna Azubuike","11.4","74","32.1","2008"
"Renaldo Balkman","3.7","53","14.7","2008"
"Marcus Banks","2.6","22","9.4","2008"
"Leandro Barbosa","10.8","70","24.4","2008"
"J.J. Barea","7.1","79","20.3","2008"
"Andrea Bargnani","12.3","78","31.4","2008"
"Matt Barnes","8.8","77","27.0","2008"
"Brent Barry","3.1","56","15.3","2008"
"Brandon Bass","6.3","81","19.4","2008"
"Maceo Baston","1.7","27","8.0","2008"
"Tony Battie","4.2","77","15.6","2008"
"Shane Battier","5.9","60","33.9","2008"
"Nicolas Batum","4.6","79","18.4","2008"
"Jerryd Bayless","3.6","53","12.4","2008"
"Michael Beasley","11.8","81","24.8","2008"
"Marco Belinelli","7.5","42","21.0","2008"
"Charlie Bell","7.5","70","25.5","2008"
"Raja Bell","10.2","67","34.6","2008"
"Mike Bibby","12.7","79","34.7","2008"
"Andris Biedriņš","8.6","62","30.0","2008"
"Chauncey Billups","12.4","79","35.3","2008"
"Steve Blake","9.4","69","31.7","2008"
"Andray Blatche","8.9","71","24.0","2008"
"Mark Blount","3.9","20","10.4","2008"
"Keith Bogans","5.0","65","19.6","2008"
"Andrew Bogut","8.8","36","31.2","2008"
"Matt Bonner","6.6","81","23.8","2008"
"Josh Boone","3.5","62","16.0","2008"
"Calvin Booth","1.3","8","7.0","2008"
"Carlos Boozer","13.8","37","32.4","2008"
"Chris Bosh","16.4","77","38.0","2008"
"Bruce Bowen","2.3","80","18.8","2008"
"Ryan Bowen","1.8","21","10.4","2008"
"Elton Brand","12.6","29","31.7","2008"
"Corey Brewer","6.0","15","20.5","2008"
"Ronnie Brewer","10.2","81","32.2","2008"
"Aaron Brooks","9.8","80","25.0","2008"
"Andre Brown","1.8","4","10.3","2008"
"Bobby Brown","5.3","68","13.7","2008"
"Dee Brown","2.6","19","13.7","2008"
"Devin Brown","5.0","63","13.8","2008"
"Kwame Brown","2.9","58","17.2","2008"
"Shannon Brown","3.4","48","9.9","2008"
"Kobe Bryant","20.9","82","36.1","2008"
"Greg Buckner","2.5","63","13.9","2008"
"Caron Butler","16.2","67","38.6","2008"
"Rasual Butler","9.8","82","31.9","2008"
"Andrew Bynum","10.0","50","28.9","2008"
"Will Bynum","6.0","57","14.1","2008"
"José Calderón","9.5","68","34.3","2008"
"Marcus Camby","8.0","62","31.0","2008"
"Brian Cardinal","2.6","64","14.2","2008"
"Rodney Carney","6.3","67","17.9","2008"
"Matt Carroll","3.1","55","11.2","2008"
"Anthony Carter","4.9","78","22.9","2008"
"Vince Carter","16.8","80","36.8","2008"
"Mario Chalmers","8.1","82","32.0","2008"
"Tyson Chandler","6.3","45","32.1","2008"
"Wilson Chandler","12.9","82","33.4","2008"
"Speedy Claxton","3.5","2","7.5","2008"
"Jarron Collins","1.3","26","7.7","2008"
"Jason Collins","2.3","31","13.6","2008"
"Mardy Collins","5.1","48","18.5","2008"
"Nick Collison","6.0","71","25.8","2008"
"Mike Conley","8.9","82","30.6","2008"
"Brian Cook","2.5","30","5.7","2008"
"Daequan Cook","8.6","75","24.4","2008"
"Jamal Crawford","15.7","65","38.1","2008"
"Joe Crawford","5.0","2","11.5","2008"
"Javaris Crittenton","4.5","63","18.6","2008"
"Austin Croshere","2.8","14","7.1","2008"
"Eddy Curry","0.7","3","4.0","2008"
"Samuel Dalembert","5.3","82","24.8","2008"
"Erick Dampier","3.5","80","23.0","2008"
"Antonio Daniels","3.2","74","13.8","2008"
"Marquis Daniels","12.8","54","31.5","2008"
"Jermareo Davidson","2.5","14","7.9","2008"
"Baron Davis","14.8","65","34.6","2008"
"Glen Davis","5.9","76","21.5","2008"
"Paul Davis","3.6","27","11.9","2008"
"Ricky Davis","6.8","36","21.8","2008"
"Luol Deng","12.1","49","34.0","2008"
"Boris Diaw","10.9","81","34.0","2008"
"Yakhouba Diawara","3.4","63","13.5","2008"
"Travis Diener","3.3","55","13.1","2008"
"Ike Diogu","2.6","29","7.4","2008"
"DeSagana Diop","2.3","75","13.8","2008"
"Juan Dixon","5.1","50","16.3","2008"
"Keyon Dooling","7.8","77","26.9","2008"
"Joey Dorsey","0.7","3","2.0","2008"
"Quincy Douby","4.1","27","11.1","2008"
"Chris Douglas-Roberts","4.0","44","13.3","2008"
"Goran Dragić","4.1","55","13.2","2008"
"Jared Dudley","4.2","68","17.0","2008"
"Chris Duhon","8.6","79","36.8","2008"
"Tim Duncan","14.8","75","33.7","2008"
"Mike Dunleavy","12.9","18","27.5","2008"
"Kevin Durant","18.8","74","39.0","2008"
"Monta Ellis","17.2","25","35.7","2008"
"Francisco Elson","2.9","59","16.6","2008"
"Melvin Ely","3.1","31","12.0","2008"
"Maurice Evans","6.0","80","23.0","2008"
"Reggie Evans","2.3","79","14.4","2008"
"Jordan Farmar","6.3","65","18.3","2008"
"Desmon Farmer","4.7","3","18.0","2008"
"Raymond Felton","13.2","82","37.6","2008"
"Rudy Fernández","8.1","78","25.6","2008"
"Kyrylo Fesenko","1.7","21","7.4","2008"
"Michael Finley","8.5","81","28.8","2008"
"Derek Fisher","8.4","82","29.8","2008"
"T.J. Ford","12.3","74","30.5","2008"
"Jeff Foster","4.8","74","24.7","2008"
"Randy Foye","14.0","70","35.6","2008"
"Adonal Foyle","1.1","10","6.2","2008"
"Channing Frye","4.2","63","11.8","2008"
"Dan Gadzuric","3.6","67","14.0","2008"
"Danilo Gallinari","4.5","28","14.7","2008"
"Francisco García","10.2","65","30.4","2008"
"Thomas Gardner","2.3","16","6.1","2008"
"Kevin Garnett","13.0","57","31.1","2008"
"Marc Gasol","8.1","82","30.7","2008"
"Pau Gasol","12.9","81","37.0","2008"
"Rudy Gay","16.0","79","37.3","2008"
"Devean George","3.3","43","16.5","2008"
"Daniel Gibson","7.0","75","23.9","2008"
"J.R. Giddens","0.5","6","1.3","2008"
"Eddie Gill","1.5","6","7.2","2008"
"Manu Ginóbili","11.2","44","26.8","2008"
"Ryan Gomes","11.9","82","31.9","2008"
"Drew Gooden","9.9","51","24.8","2008"
"Ben Gordon","16.0","82","36.6","2008"
"Eric Gordon","11.6","78","34.3","2008"
"Marcin Gortat","3.0","63","12.6","2008"
"Joey Graham","6.2","78","19.8","2008"
"Stephen Graham","4.9","52","13.2","2008"
"Danny Granger","19.1","67","36.2","2008"
"Aaron Gray","3.0","56","12.8","2008"
"Gerald Green","4.7","38","9.9","2008"
"Jeff Green","13.7","78","36.8","2008"
"Willie Green","8.1","81","22.6","2008"
"Donté Greene","4.3","55","13.2","2008"
"Hamed Haddadi","1.6","19","6.3","2008"
"Malik Hairston","3.3","15","10.3","2008"
"Richard Hamilton","15.6","67","34.0","2008"
"Matt Harpring","3.8","63","11.0","2008"
"Al Harrington","16.6","73","34.9","2008"
"Devin Harris","15.1","69","36.1","2008"
"Jason Hart","2.4","39","8.9","2008"
"Udonis Haslem","8.6","75","34.1","2008"
"Trenton Hassell","3.6","53","20.6","2008"
"Spencer Hawes","10.4","77","29.3","2008"
"Chuck Hayes","1.6","71","12.1","2008"
"Jarvis Hayes","7.8","74","24.8","2008"
"Brendan Haywood","8.3","6","29.2","2008"
"Luther Head","4.5","32","15.6","2008"
"Walter Herrmann","3.5","59","10.7","2008"
"Roy Hibbert","6.0","70","14.4","2008"
"J.J. Hickson","3.1","62","11.4","2008"
"Nenê Hilário","9.2","77","32.6","2008"
"George Hill","4.8","77","16.5","2008"
"Grant Hill","9.1","82","29.8","2008"
"Steven Hill","1.0","1","2.0","2008"
"Kirk Hinrich","8.2","51","26.3","2008"
"Ryan Hollins","2.1","45","9.9","2008"
"Al Horford","8.9","67","33.5","2008"
"Eddie House","6.9","81","18.3","2008"
"Dwight Howard","12.4","79","35.7","2008"
"Josh Howard","15.1","52","32.0","2008"
"Juwan Howard","3.5","42","11.2","2008"
"Larry Hughes","10.1","55","26.9","2008"
"Kris Humphries","3.1","29","9.1","2008"
"Lindsey Hunter","2.9","28","9.5","2008"
"Othello Hunter","1.3","16","5.8","2008"
"Andre Iguodala","14.0","82","39.9","2008"
"Zydrunas Ilgauskas","11.1","65","27.2","2008"
"Didier Ilunga-Mbenga","2.5","23","7.9","2008"
"Allen Iverson","14.6","57","36.7","2008"
"Royal Ivey","2.9","71","12.1","2008"
"Jarrett Jack","10.4","82","33.1","2008"
"Bobby Jackson","6.8","71","20.9","2008"
"Darnell Jackson","1.7","51","8.4","2008"
"Stephen Jackson","16.9","59","39.6","2008"
"Jerome James","4.0","2","5.0","2008"
"LeBron James","19.9","81","37.7","2008"
"Mike James","8.4","61","27.0","2008"
"Antawn Jamison","17.8","81","38.2","2008"
"Marko Jarić","2.7","53","11.4","2008"
"Nathan Jawai","0.7","6","3.2","2008"
"Al Jefferson","19.5","50","36.7","2008"
"Dontell Jefferson","3.7","6","14.0","2008"
"Richard Jefferson","14.9","82","35.8","2008"
"Jared Jeffries","4.9","56","23.4","2008"
"Yi Jianlian","8.2","61","23.3","2008"
"Amir Johnson","2.6","62","14.7","2008"
"Anthony Johnson","4.8","80","18.5","2008"
"Joe Johnson","18.0","79","39.5","2008"
"Linton Johnson","1.1","10","5.5","2008"
"Trey Johnson","1.3","4","3.5","2008"
"Dahntay Jones","4.3","79","18.1","2008"
"Damon Jones","1.9","18","6.0","2008"
"Dwayne Jones","1.2","6","8.7","2008"
"Fred Jones","6.1","52","28.8","2008"
"James Jones","3.7","40","15.8","2008"
"Solomon Jones","1.8","63","10.7","2008"
"DeAndre Jordan","2.8","53","14.5","2008"
"Chris Kaman","9.8","31","29.7","2008"
"Jason Kapono","7.6","80","22.9","2008"
"Jason Kidd","7.6","81","35.6","2008"
"Tarence Kinsey","1.4","50","5.5","2008"
"Andrei Kirilenko","8.5","67","27.3","2008"
"Linas Kleiza","7.9","82","22.2","2008"
"Brevin Knight","2.6","74","12.7","2008"
"Kyle Korver","7.2","78","24.0","2008"
"Kosta Koufos","3.9","48","11.8","2008"
"Nenad Krstić","8.8","46","24.8","2008"
"Rob Kurz","3.3","40","11.1","2008"
"Carl Landry","6.1","69","21.3","2008"
"Acie Law","2.5","55","10.2","2008"
"Courtney Lee","7.0","77","25.2","2008"
"David Lee","11.7","81","34.9","2008"
"Rashard Lewis","13.8","79","36.2","2008"
"Shaun Livingston","5.0","12","19.3","2008"
"Brook Lopez","10.3","82","30.5","2008"
"Robin Lopez","2.3","60","10.2","2008"
"Kevin Love","8.5","81","25.3","2008"
"Kyle Lowry","5.6","77","21.8","2008"
"Tyronn Lue","3.7","44","11.8","2008"
"Mark Madsen","0.7","19","6.1","2008"
"Corey Maggette","12.4","51","31.1","2008"
"Jamaal Magloire","2.4","55","12.9","2008"
"Stephon Marbury","4.8","23","18.0","2008"
"Shawn Marion","11.4","69","35.8","2008"
"Sean Marks","2.8","60","14.0","2008"
"Donyell Marshall","2.9","25","7.6","2008"
"Cartier Martin","2.3","33","8.1","2008"
"Kenyon Martin","9.8","66","32.0","2008"
"Kevin Martin","15.9","51","38.2","2008"
"Desmond Mason","7.3","39","27.3","2008"
"Roger Mason","10.0","82","30.4","2008"
"Jason Maxiell","4.1","78","18.1","2008"
"Sean May","4.1","24","12.5","2008"
"O.J. Mayo","15.6","82","38.0","2008"
"Luc Mbah a Moute","6.0","82","25.8","2008"
"Rashad McCants","8.4","58","19.0","2008"
"Antonio McDyess","8.5","62","30.1","2008"
"JaVale McGee","5.2","75","15.2","2008"
"Tracy McGrady","13.9","35","33.7","2008"
"Dominic McGuire","4.1","79","26.2","2008"
"Josh McRoberts","2.5","33","8.5","2008"
"Pops Mensah-Bonsu","4.7","22","12.9","2008"
"Chris Mihm","2.2","18","5.8","2008"
"C.J. Miles","7.8","72","22.5","2008"
"Darius Miles","2.9","34","8.8","2008"
"Darko Miličić","4.4","61","17.0","2008"
"Andre Miller","12.7","82","36.3","2008"
"Brad Miller","8.8","70","30.0","2008"
"Mike Miller","7.5","73","32.3","2008"
"Paul Millsap","9.9","76","30.1","2008"
"Yao Ming","13.4","77","33.6","2008"
"Cuttino Mobley","13.3","11","33.2","2008"
"Nazr Mohammed","2.6","39","8.7","2008"
"Jamario Moon","5.9","80","25.9","2008"
"Mikki Moore","2.9","70","17.2","2008"
"Randolph Morris","0.7","23","3.9","2008"
"Adam Morrison","4.3","52","13.7","2008"
"Anthony Morrow","8.0","67","22.6","2008"
"Troy Murphy","10.5","73","34.0","2008"
"Ronald Murray","9.9","80","24.7","2008"
"Dikembe Mutombo","1.4","9","10.7","2008"
"Eduardo Nájera","2.7","27","11.8","2008"
"Steve Nash","11.5","74","33.6","2008"
"DeMarcus Nelson","4.2","13","13.2","2008"
"Jameer Nelson","12.6","42","31.2","2008"
"Rasho Nesterović","6.2","70","17.3","2008"
"Demetris Nichols","2.3","4","3.5","2008"
"Joakim Noah","4.7","80","24.2","2008"
"Andrés Nocioni","9.2","76","26.2","2008"
"Steve Novak","5.6","71","16.4","2008"
"Dirk Nowitzki","20.0","81","37.7","2008"
"Patrick O'Bryant","2.2","39","6.5","2008"
"Jermaine O'Neal","11.3","68","29.8","2008"
"Shaquille O'Neal","11.2","75","30.0","2008"
"Fabricio Oberto","1.9","54","12.5","2008"
"Greg Oden","5.8","61","21.5","2008"
"Lamar Odom","9.0","78","29.7","2008"
"Emeka Okafor","9.4","82","32.8","2008"
"Mehmet Okur","12.3","72","33.5","2008"
"Kevin Ollie","3.0","50","17.0","2008"
"Travis Outlaw","10.5","81","27.7","2008"
"Zaza Pachulia","4.2","77","19.1","2008"
"Anthony Parker","9.4","80","33.0","2008"
"Tony Parker","17.5","72","34.1","2008"
"Chris Paul","16.1","78","38.5","2008"
"Sasha Pavlović","4.2","66","16.0","2008"
"Oleksiy Pecherov","3.2","32","8.7","2008"
"Kendrick Perkins","6.3","76","29.6","2008"
"Morris Peterson","4.3","43","12.0","2008"
"Johan Petro","3.6","49","11.4","2008"
"Paul Pierce","14.6","81","37.5","2008"
"Mickaël Piétrus","7.9","54","24.6","2008"
"James Posey","7.0","75","28.5","2008"
"Leon Powe","4.8","70","17.5","2008"
"Josh Powell","4.0","60","11.7","2008"
"Ronnie Price","3.9","52","14.2","2008"
"Tayshaun Prince","12.4","82","37.3","2008"
"Gabe Pruitt","2.1","47","7.8","2008"
"Joel Przybilla","3.3","82","23.8","2008"
"Chris Quinn","4.4","66","14.6","2008"
"Vladimir Radmanović","6.0","78","18.5","2008"
"Anthony Randolph","6.8","63","17.9","2008"
"Shavlik Randolph","1.3","10","3.7","2008"
"Zach Randolph","17.5","50","35.1","2008"
"Theo Ratliff","1.4","46","12.6","2008"
"Michael Redd","16.6","33","36.5","2008"
"J.J. Redick","4.7","64","17.4","2008"
"Jason Richardson","13.5","72","33.5","2008"
"Jeremy Richardson","4.1","12","7.8","2008"
"Quentin Richardson","9.3","72","26.3","2008"
"Luke Ridnour","8.6","72","28.2","2008"
"Anthony Roberson","4.1","29","9.5","2008"
"Nate Robinson","13.9","74","29.9","2008"
"Sergio Rodríguez","4.1","80","15.3","2008"
"Rajon Rondo","9.5","80","33.0","2008"
"Derrick Rose","14.9","81","37.0","2008"
"Malik Rose","3.4","38","12.4","2008"
"Quinton Ross","3.8","68","17.1","2008"
"Brandon Roy","16.9","78","37.2","2008"
"Michael Ruffin","0.6","11","3.2","2008"
"Brandon Rush","7.7","75","24.0","2008"
"Kareem Rush","2.3","25","8.0","2008"
"John Salmons","13.8","79","37.5","2008"
"Cheikh Samb","1.8","18","4.6","2008"
"Brian Scalabrine","2.9","39","12.9","2008"
"Luis Scola","9.7","82","30.3","2008"
"Thabo Sefolosha","5.4","66","22.0","2008"
"Mouhamed Sene","1.5","6","4.8","2008"
"Ramon Sessions","9.8","79","27.5","2008"
"Walter Sharpe","1.4","8","2.5","2008"
"Bobby Simmons","6.2","71","24.4","2008"
"Cedric Simmons","1.4","18","4.7","2008"
"Courtney Sims","3.0","2","6.5","2008"
"Sean Singletary","2.3","37","8.2","2008"
"James Singleton","3.6","62","14.3","2008"
"Brian Skinner","4.0","51","16.5","2008"
"Craig Smith","6.9","74","19.7","2008"
"J.R. Smith","11.7","81","27.7","2008"
"Joe Smith","5.8","57","19.3","2008"
"Josh Smith","12.3","69","35.1","2008"
"Will Solomon","4.6","53","13.4","2008"
"Darius Songaila","5.9","77","19.8","2008"
"Marreese Speights","6.4","79","16.0","2008"
"Jerry Stackhouse","6.0","10","16.2","2008"
"DeShawn Stevenson","7.2","32","27.7","2008"
"Peja Stojaković","11.8","61","34.2","2008"
"Amar'e Stoudemire","14.1","53","36.8","2008"
"Rodney Stuckey","11.6","79","31.9","2008"
"Robert Swift","2.7","26","13.2","2008"
"Stromile Swift","2.9","19","9.7","2008"
"Wally Szczerbiak","5.4","74","20.6","2008"
"Mike Taylor","5.2","51","15.1","2008"
"Sebastian Telfair","9.3","75","27.9","2008"
"Jason Terry","15.8","74","33.7","2008"
"Etan Thomas","2.5","26","11.8","2008"
"Kenny Thomas","1.0","8","7.8","2008"
"Kurt Thomas","3.8","79","17.8","2008"
"Tim Thomas","6.8","64","19.5","2008"
"Tyrus Thomas","8.6","79","27.5","2008"
"Jason Thompson","8.7","82","28.1","2008"
"Al Thornton","14.8","71","37.4","2008"
"Anthony Tolliver","3.4","19","10.9","2008"
"Alando Tucker","4.0","30","9.4","2008"
"Ronny Turiaf","4.6","79","21.5","2008"
"Hedo Türkoğlu","13.3","77","36.6","2008"
"Ime Udoka","4.3","67","15.4","2008"
"Beno Udrih","9.5","73","31.1","2008"
"Roko Ukić","4.5","72","12.4","2008"
"Anderson Varejão","6.2","81","28.5","2008"
"Jacque Vaughn","2.5","30","9.7","2008"
"Charlie Villanueva","14.0","78","26.9","2008"
"Jake Voskuhl","1.2","38","6.3","2008"
"Sasha Vujačić","5.0","80","16.2","2008"
"Dwyane Wade","22.0","79","38.6","2008"
"Von Wafer","8.1","63","19.4","2008"
"Henry Walker","2.0","29","7.4","2008"
"Ben Wallace","2.8","56","23.5","2008"
"Gerald Wallace","11.4","71","37.6","2008"
"Rasheed Wallace","10.9","66","32.2","2008"
"Luke Walton","4.7","65","17.9","2008"
"Hakim Warrick","8.5","82","24.7","2008"
"C.J. Watson","7.3","77","24.5","2008"
"Earl Watson","6.7","68","26.1","2008"
"Kyle Weaver","4.4","56","20.8","2008"
"Martell Webster","1.0","1","5.0","2008"
"Sonny Weems","2.1","12","4.6","2008"
"David West","17.0","76","39.2","2008"
"Delonte West","9.8","64","33.6","2008"
"Mario West","0.6","53","5.1","2008"
"Russell Westbrook","13.4","82","32.5","2008"
"D.J. White","7.1","7","18.6","2008"
"James White","1.3","4","2.8","2008"
"Chris Wilcox","6.0","62","16.9","2008"
"Damien Wilkins","5.2","41","15.5","2008"
"Deron Williams","14.5","68","36.8","2008"
"Jawad Williams","1.2","10","2.0","2008"
"Lou Williams","10.4","81","23.7","2008"
"Marcus Williams","1.9","9","6.0","2008"
"Marvin Williams","10.2","61","34.3","2008"
"Mo Williams","13.9","81","35.0","2008"
"Sean Williams","2.2","33","11.1","2008"
